feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Enhydrobacter	Cohort	Cow	-0.489659627094352	0.153525732115728	2208	435	0.00412476113165278	0.00593386689114961
UCG.009	Cohort	Farmer	0.269759880864029	0.0634108815891099	2208	365	0.00425150834919574	0.00608949667483058
Brevundimonas	Cohort	Cow	0.329550136811873	0.0971703762175292	2208	429	0.00488567534600288	0.00696739788473454
Sphingobacterium	Cohort	Farmer	0.652232362190098	0.180458037026527	2208	762	0.00495997723522046	0.00704273823875459
Erysipelothrix	Cohort	Farmer	0.333536531780953	0.0738327859681407	2208	271	0.00563930168462767	0.00797280582999084
Hymenobacter	Cohort	Cow	0.225766879623369	0.0697097858963212	2208	223	0.00569846738598194	0.00802187683520205
Brevibacterium	Cohort	Farmer	1.09033733505907	0.321934200319959	2208	1076	0.00610655306788405	0.00855961284729047
Agathobacter	Cohort	Farmer	0.340673886636612	0.0998553957352167	2208	370	0.00633771764246537	0.00884583568820698
Aureimonas	Cohort	Farmer	0.355867673311635	0.0931826999390857	2208	248	0.00677255516606631	0.00941270379012606
Flaviflexus	Cohort	Farmer	0.195488809810102	0.0607783213005719	2208	254	0.0069765331645941	0.00965528640500787
Paeniglutamicibacter	Cohort	Farmer	0.515980866990586	0.14494056907947	2208	328	0.00834413482952487	0.0114994799331267
Leucobacter	Cohort	Farmer	0.238614252769696	0.068232724653096	2208	336	0.00907116177962927	0.0124491257896167
Thermoactinomyces	Cohort	Farmer	0.409204406929915	0.13317175206982	2208	374	0.00992778413232504	0.0135679716475109
Ruminococcus	Cohort	Farmer	0.234345092653272	0.0731944715768963	2208	374	0.0102000249348139	0.0138821916125268
X.Eubacterium..nodatum.group	Cohort	Farmer	0.178518982224357	0.0608153053739285	2208	244	0.0119027161930124	0.0161326070715209
Bergeyella	Cohort	Cow	0.250188849975245	0.0875492716935724	2208	254	0.0120202323379828	0.0162248403574418
Flavobacterium	Cohort	Farmer	0.402281479072593	0.131198459273027	2208	653	0.0131725093750142	0.0177073076844453
Nocardioides	Cohort	Farmer	0.261258985435755	0.0680060969413773	2208	312	0.0136058307390941	0.0182151529894811
Bifidobacterium	Cohort	Farmer	1.09796245219134	0.153095022562691	2208	1004	0.0137717319826275	0.0183623093101699
Akkermansia	Cohort	Farmer	0.171509234457597	0.0567038064201143	2208	304	0.0146602870976688	0.0194679116114792
Roseburia	Cohort	Farmer	0.263376283391944	0.0876076759908636	2208	277	0.0152486883788033	0.0201676201139011
Thermomonas	Cohort	Farmer	0.431803002800648	0.0668152854099805	2208	307	0.0154041942491105	0.020291468729752
Kocuria	Cohort	Farmer	0.994377981381667	0.215073104502538	2208	1107	0.0157445424765063	0.0206568397291763
Campylobacter	Cohort	Cow	-0.606182518527061	0.217914498343399	2208	324	0.0159402138347816	0.020830239592862
Prevotellaceae.UCG.001	Cohort	Farmer	0.207761646748979	0.0689132107603311	2208	375	0.0160883259685092	0.0209403607844088
Stenotrophomonas	Cohort	Farmer	0.297060226068391	0.0999024075549343	2208	474	0.0162883250941253	0.0210667575243523
Citricoccus	Cohort	Farmer	0.233169661005184	0.083301836994161	2208	258	0.0163138914975167	0.0210667575243523
Prevotella_7	Cohort	Cow	-0.293079213141847	0.108024326802777	2208	233	0.0170079625408468	0.0218769086799912
Sanguibacter.Flavimobilis	Cohort	Farmer	0.26664255677234	0.0697517307262718	2208	289	0.0216081521652654	0.0276854449617462
Luteimonas	Cohort	Farmer	0.28122391176979	0.105071029379574	2208	295	0.0244267610438116	0.0311750102037751
Colidextribacter	Cohort	Farmer	0.243367636990177	0.0948909242462187	2208	341	0.0254467453380371	0.0323509010499076
Haemophilus	Cohort	Farmer	-0.648105681764839	0.245623102989298	2208	349	0.0303172824873637	0.0383940874743448
Ornithinicoccus	Cohort	Farmer	0.29698592026544	0.109484061042387	2208	346	0.0304498179150603	0.0384136164466915
Lachnospiraceae.UCG.001	Cohort	Farmer	0.174368965258953	0.0725580273077806	2208	307	0.0308031229462593	0.0387104380320806
Salinicoccus	Cohort	Farmer	0.67569051774037	0.114955286476019	2208	625	0.0332505185181897	0.041626603335749
Halomonas	Cohort	Farmer	0.114334487208293	0.0556668466494651	2208	264	0.0401030239550056	0.0500144177081439
Staphylococcus	Cohort	Cow	1.12914591489104	0.516834403580918	2208	1913	0.0431128101015701	0.053362270616283
Marinospirillum	Cohort	Farmer	0.160240228175802	0.064382594493753	2208	241	0.0429975392876443	0.053362270616283
Blautia	Cohort	Cow	0.310631261714702	0.129971723834725	2208	406	0.0448302098253281	0.0552793564763444
Parasutterella	Cohort	Farmer	0.132582614648921	0.0640713896759468	2208	255	0.0562088629517533	0.0690505881954123
Staphylococcus	Cohort	Farmer	1.28517479185929	0.627762339083095	2208	1913	0.0568123240727878	0.0695315011040089
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Cohort	Farmer	0.116390942927359	0.0612947807604976	2208	237	0.0577141557824007	0.0703726509168306
Frisingicoccus	Cohort	Farmer	0.191199658463764	0.0925047503960801	2208	287	0.0612123939522923	0.0743617230235255
Carnobacterium	Cohort	Farmer	0.35883842231929	0.17284845066233	2208	532	0.07297084701757	0.0883189587518929
Enhydrobacter	Cohort	Farmer	-0.324395274788684	0.184495813022641	2208	435	0.0930359117782353	0.112190364203166
Lactococcus	Cohort	Farmer	0.430182474966558	0.240827494899847	2208	744	0.0934936099316752	0.112329318892269
Veillonella	Cohort	Farmer	-0.495800390439201	0.286607596989863	2208	313	0.102404494011614	0.122586401590545
Moraxella	Cohort	Farmer	0.567988261290352	0.277491021349846	2208	804	0.104787648493549	0.124983086203214
Paenibacillus	Cohort	Farmer	0.116615896751797	0.0724116761547775	2208	310	0.107441824488298	0.127684487073049
Marvinbryantia	Cohort	Farmer	0.170989638904129	0.0797171007657016	2208	325	0.110951735362991	0.131379672198776
X.Ruminococcus..torques.group	Cohort	Farmer	0.154629016091075	0.0857728340498752	2208	385	0.113597169536486	0.134028315136573
Acetobacter	Cohort	Farmer	0.212502836200316	0.136330728935684	2208	582	0.119205477355126	0.14014120635298
Actinomyces	Cohort	Farmer	-0.495276325865841	0.301916912511506	2208	385	0.12149267192078	0.142319987107199
Finegoldia	Cohort	Farmer	-0.4593422412884	0.288032009553918	2208	718	0.141499089683771	0.16516619721095
Streptococcus	Cohort	Farmer	-0.47745789117892	0.297368060525588	2208	1290	0.144478257713557	0.168045633085272
W5053	Cohort	Farmer	0.104460816536158	0.0674500007515884	2208	235	0.149437531241637	0.173199682852498
Prevotella_7	Cohort	Farmer	-0.191097881647453	0.129039905868995	2208	233	0.162841205128192	0.18807012423256
Cutibacterium	Cohort	Farmer	-0.314596259957713	0.224758682362447	2208	266	0.175646111100413	0.202147103301528
Gemella	Cohort	Farmer	-0.240050004428513	0.169562623880442	2208	270	0.176864407105664	0.202837501855447
Pseudoclavibacter	Cohort	Farmer	0.0926566031605782	0.0703076742762349	2208	338	0.187685680258554	0.214497920295491
Pediococcus	Cohort	Farmer	0.150971234748686	0.121396225874625	2208	658	0.213771525281699	0.243462014904157
Lactobacillus	Cohort	Farmer	0.169386945058727	0.137332529235727	2208	718	0.217590667315296	0.246954113769609
